gene,Human_GBM_peritumor_astrocytes,Human_sclerotic_hippocampi_astrocytes,Human_fetal_astrocytes,Human_mature_astrocytes,Human_Neurons,Human_Oligodendrocytes,Human_Microglia_Macrophage,Human_Endothelial,Human_Whole_Cortex
SLC7A11,5.198365,9.1513325,3.019213333,29.24015833,1.71454,0.6466048,0.1,2.27937,4.67284
SLC7A13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC7A14,0.16789595,1.4086645,0.084987353,0.145507667,13.0104,1.2973536,0.1,0.289419,4.69466
SLC7A2,3.112287825,3.3426275,1.703962,9.898094167,3.23802,0.818541,0.1,0.313979,1.463326
SLC7A3,0.72381875,0.083934275,0.967908667,0.1,2.14265,0.1082432,0.1,0.4799525,0.075135725
SLC7A4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0705378
SLC7A5,0.776859,0.94875475,2.164396833,0.338038,0.368898,0.1716278,1.0,22.689,0.177479875
SLC7A5P1,0.1,0.1,0.826382167,0.108218583,0.1,0.1,0.1,0.1010865,0.10299925
SLC7A5P2,0.17379075,0.539186,0.468316833,0.669028417,0.1,0.1834174,0.4,0.48866,0.05830175
SLC7A6,1.95688975,1.767115,2.152611667,1.793335083,3.28182,1.396232,3.8,0.571963,1.2901775
SLC7A6OS,4.104824,3.50624,3.354401667,5.3315625,3.21477,2.690494,2.2,1.4219175,0.90807
SLC7A7,0.4457054,1.15480375,0.868544,0.312065333,0.351917,1.8531846,13.0,0.4995955,0.17671585
SLC7A8,0.7325315,0.71059175,0.731991667,0.264857083,3.25002,0.3731762,4.7,5.17009,0.58630525
SLC7A9,0.168509875,0.1118455,0.091659817,0.130076,0.155559,0.1,0.1,0.1214155,0.098831225
SLC8A1,5.71923975,5.3023475,5.531551667,3.312193333,22.1419,6.358898,16.8,3.16967,7.27861
SLC8A2,0.075006575,0.124754525,0.147497417,0.117993167,1.16433,0.1666572,0.1,0.1287935,0.51004525
SLC8A3,0.5044525,2.694945,0.206679667,0.24857675,4.65498,1.609794,0.1,0.6437645,1.8361225
SLC9A1,0.616838,0.5438745,2.229919833,0.607553833,0.471133,0.130253,0.2,1.797205,0.262764725
SLC9A10,0.080893825,0.1,0.10011,0.1,0.1,0.110996,0.1,0.1,0.05867905
SLC9A11,0.073779925,0.103626325,0.08527925,0.1191295,0.1,0.1,0.1,0.1,0.05151945
SLC9A2,0.059226175,0.0723889,0.086470217,0.101721,1.04683,0.1,0.1,1.53731,0.30784475
SLC9A3,0.07948965,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLC9A3R1,8.452125,14.126115,14.25483333,29.906925,0.511693,2.0889794,0.8,4.344495,1.36391425
SLC9A3R2,0.08906955,0.0986476,0.458719067,0.113603667,0.1,0.1,0.1,1.42655,0.1848149
SLC9A4,0.078648625,0.076413363,0.085248317,0.1,0.1,0.1,0.1,0.1401405,0.051462625
SLC9A5,0.0653606,0.0783626,0.162481167,0.10439275,0.1,0.1,0.2,0.1036805,0.10148605
SLC9A6,4.36727,10.9860625,3.302381667,12.669925,25.9769,5.599298,3.6,1.1911715,5.63584
SLC9A7,1.28428525,1.21274425,0.338038667,0.49024975,3.05351,1.0203276,0.3,0.3461675,0.5454
SLC9A7P1,0.066362675,0.21745515,0.30025,0.162219667,0.517188,0.2349158,2.9,0.106746,0.18689725
SLC9A8,2.7609725,1.88481825,1.350881167,4.14276,0.905687,0.8817446,0.9,0.560093,0.35834
SLC9A9,2.51709,7.597325,0.431362833,7.7122275,2.89858,6.203394,21.6,0.4716435,1.27765725
SLC9B1,0.1,0.1,0.790681667,0.366072167,0.1,0.1,0.1,0.1,0.1
SLC9B2,1.907707,1.13763325,2.402276167,1.25020825,8.12722,1.0752272,0.1,1.476637,2.0670525
SLCO1A2,0.7552765,19.269685,0.261038167,2.8810735,1.07474,56.26002,0.4,16.963,2.24385275
SLCO1B1,0.1,0.11730375,0.1,0.1,0.1,0.1,0.1,0.1,0.07880565
SLCO1B3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLCO1B7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLCO1C1,7.166759,16.6001875,7.126828333,47.00343333,3.91349,0.4438668,0.2,0.8081075,2.2450175
SLCO2A1,0.1767528,0.088877675,0.134454,0.1,0.739935,0.1,0.1,2.700375,0.1047615
SLCO2B1,0.0731609,3.18698,0.259685333,0.343820667,0.185108,1.0604424,24.5,16.033,0.34254825
SLCO3A1,2.11076425,9.19905425,0.429443,0.23751775,2.60455,5.00423,0.2,2.005555,1.21687675
SLCO4A1,0.27259565,0.07139275,0.1,0.1,0.1,0.1,0.1,2.64171,0.10509055
SLCO4C1,0.1,0.083671275,0.518805,0.1,0.1,0.1,0.1,0.1,0.27732593
SLCO5A1,0.117286875,0.19660375,2.868266667,0.109920583,0.446822,0.1308462,0.1,0.139586,0.074751375
SLCO6A1,0.084026275,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLED1,0.1112855,0.7875715,0.1,0.122209583,0.1,0.251234,2.4,0.1,0.1
SLFN11,0.7693675,0.6593155,0.297432167,0.107772,0.762652,0.2698096,4.6,6.52888,0.26898475
SLFN12,2.35697275,0.407821975,0.117207833,0.1521265,0.1,0.2476218,1.6,1.454515,0.2368672
SLFN12L,0.097563175,0.1,0.1,0.103291833,0.1,0.1,0.2,0.5297085,0.09026555
SLFN13,0.281703925,0.093966275,0.088632667,0.1,0.1,0.1,0.3,1.139809,0.058772875
SLFN14,0.1,0.1082425,0.1079005,0.1,0.1,0.1,0.1,0.1,0.1
SLFN5,3.5951675,2.5324625,0.74094055,0.691196583,2.21279,1.012689,0.8,5.741225,1.182368
SLFNL1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLIRP,11.75021,19.9017,15.0526,11.29466,38.3553,22.07378,12.4,14.088095,11.86402
SLIT1,1.10968925,0.635937,0.7543105,0.343208833,1.64004,0.5029296,0.1,0.194625,0.926603
SLIT2,0.289919425,2.335135,2.224591,0.195542833,8.62066,2.71967,0.7,0.815202,2.81821
SLIT2-IT1,0.1,0.2134345,0.1,0.1,0.1,0.1436806,0.1,0.1,0.2212805
SLIT3,0.079044925,0.089056375,0.092856833,0.1,0.176571,0.1,0.1,0.3706665,0.33899125
SLITRK1,0.103459275,6.5242675,0.295251167,0.32723725,7.24729,5.784364,0.1,0.3357275,2.327075
SLITRK2,6.110624,13.5079,9.332403333,20.74081667,5.20993,8.721448,0.1,0.504606,3.467825
SLITRK3,9.6103725,4.4589675,0.776713833,0.287630917,14.2331,4.8113692,0.1,0.4219665,2.513705
SLITRK4,0.1,0.678197,0.630411,0.144042833,9.90529,0.8048512,0.1,0.1992665,3.54418
SLITRK5,0.3792715,0.950936,1.027298,0.103199167,2.9651,0.9497928,0.1,0.2915365,0.8779455
SLITRK6,0.080807825,0.09736895,0.089532683,0.1,0.115045,0.1,0.1,0.1,0.057033625
SLK,5.902205,7.710765,9.39352,7.4023,9.34578,9.12286,8.4,5.523285,14.263425
SLMAP,6.328225,3.55533,4.706213333,4.880696667,6.56365,4.568212,3.5,2.22215,5.8048125
SLMO1,0.3436945,0.677034,2.229453167,0.633039583,0.609528,0.3343936,0.1,0.1,0.325319
SLMO2,11.7274,8.2718225,7.426843333,9.499665,5.1586,9.162072,9.5,2.24685,1.21916225
SLMO2-ATP5E,1.5496525,0.1,0.689095,0.443968333,0.1,0.1,0.1,0.1,0.39651
SLN,2.7820125,0.1969885,0.1,0.100311083,0.450799,0.2998984,0.1,0.1,0.6190445
SLPI,1.3976975,0.13225475,0.1,0.16791375,0.610418,0.3919644,0.2,0.690145,0.1
SLTM,10.82158,11.2386,21.03675,8.80456,13.9541,16.727708,18.1,3.93035,13.968975
SLU7,5.8516175,5.0315825,6.397848333,5.674695833,10.9175,7.395034,6.4,3.57647,5.9459925
SLURP1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLX1A,0.3879225,0.1774935,0.97605,0.516953833,0.94377,0.6933194,1.3,0.182018,0.46156115
SLX1A,0.3879275,0.356745,0.979036667,0.51698925,0.1,0.7263058,1.4,0.1820105,0.32113475
SLX1B,0.1,0.15277425,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SLX1B-SULT1A4,0.215017,0.16690725,0.610368333,0.114837417,0.1,0.1,0.2,0.1,0.1
SLX1B-SULT1A4,0.215129,0.1668205,0.610428333,0.114813,0.1,0.1,0.1,0.1,0.1
SLX4,0.4096297,0.4778125,1.0600705,0.453588083,0.322039,0.3484126,0.2,0.1278355,0.327353
SMA4,1.6492875,4.6585225,3.8498455,2.19284575,1.6487,4.325368,1.0,1.3097075,2.96931
SMA5,0.50772725,1.0161095,2.691299833,0.547254083,0.252561,0.953671,0.9,0.394223,0.3389045
SMAD1,13.85836,5.42356,7.940435,6.028269167,2.8317,2.654028,0.1,3.49589,2.417425
SMAD2,3.965925,4.19818,3.532541667,3.791614167,2.43957,3.01506,3.0,1.47132,1.76804
SMAD3,2.2511325,5.00691,3.309471667,4.866125,1.22084,3.622516,8.6,2.785515,1.55444875
SMAD4,3.94773875,3.7814725,9.796073333,4.067401667,3.56797,3.46492,3.2,1.702725,1.288745
SMAD5,5.3095125,4.1173675,6.691316667,4.554781667,2.54306,3.86542,2.4,2.300245,1.6390675
SMAD5-AS1,0.2810055,0.7423855,0.405961667,0.4386235,0.143674,0.1751316,0.7,0.1,0.151785975
SMAD6,0.11778925,0.1,0.090964467,0.1222265,0.1,0.1,0.2,0.181073,0.117352275
SMAD7,0.3582475,1.484566,0.385038833,0.649546833,0.770682,0.80616,1.7,0.821058,0.1375517
SMAD9,3.41008,2.45119,2.90379,1.655875917,2.42448,1.0681474,0.1,2.319205,2.01990525
SMAGP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SMAP1,5.814762,7.731035,9.850938333,6.04219,14.9461,4.9842,2.3,1.466224,5.12865
SMAP2,3.00728025,18.7426375,1.794035,4.21723,13.7265,19.289694,97.0,4.34589,3.154865
SMARCA1,9.66308,6.2687075,11.075225,6.180285,11.8688,4.790122,12.9,1.89484,9.70645
SMARCA2,6.8990075,8.550095,11.68569333,20.75938333,33.7157,5.787768,8.6,7.504525,7.6486425
SMARCA4,4.536398,2.7318675,18.03315,2.597683917,1.47694,1.3661824,1.4,1.608895,1.672467
SMARCA5,12.28087,10.80334,8.065661667,8.086308333,7.01774,10.111494,12.2,2.58215,8.8102175
SMARCAD1,6.2238175,6.2723125,6.474365,5.770743333,5.92601,5.22577,3.2,1.985545,6.39581
SMARCAL1,1.43205675,1.44923625,1.235108333,1.215420333,1.67209,1.1384956,0.9,0.958646,0.507244
SMARCB1,1.39631775,2.7000305,6.32561,2.208204167,2.01137,1.0888314,0.9,0.7929145,0.263101075
SMARCC1,12.0559475,9.1593075,28.52228333,7.136631667,3.64038,20.93092,6.2,3.58984,5.9895475
SMARCC2,7.5887075,7.9555375,12.20665333,9.765250833,8.57062,7.716102,6.1,3.702935,5.3357725
SMARCD1,2.1396575,3.21709,5.502116667,1.6446275,2.84097,1.6176928,1.1,0.704285,0.48089
SMARCD2,0.381714725,0.890274,0.255736667,0.75541125,0.1,0.2243928,0.5,0.63194,0.139273975
SMARCD3,1.82465075,1.7788925,10.17745667,3.795634167,4.01061,0.9499766,0.2,1.35501,0.71005885
SMARCE1,19.1757075,12.283675,17.34128333,7.484631667,5.69961,11.603254,8.9,4.7492,3.36814
SMC1A,5.6869625,5.1933225,11.55169333,3.876603333,3.05397,4.609394,4.5,1.61272,2.907645
SMC1B,0.6955175,0.1,0.1,0.1029215,0.1,0.1,0.1,0.1,0.0737474
SMC2,5.561605,3.970175,14.667605,1.877328417,5.69677,4.228274,3.5,0.624528,3.5617775
SMC3,6.8662025,6.771315,19.90065833,6.469821667,9.60115,8.86453,7.3,3.00863,13.5037
SMC4,7.94235,1.808295,16.972175,1.094983333,0.696742,1.4190278,2.7,0.434891,1.42066
SMC5,7.030845,3.1638275,8.0973,1.98242975,2.37862,2.471224,6.5,1.2934195,3.642485
SMC6,3.4153525,2.90323,3.380593333,1.562410917,2.73693,2.602835,1.9,0.6691405,4.9872425
SMCHD1,4.90717,4.40114,5.774363333,3.5412725,6.97713,3.392046,7.9,4.06531,3.17173
SMCP,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SMCR5,0.09727625,0.092413,0.574755333,0.112060917,0.1,0.1047432,0.1,0.1,0.0921376
SMCR7,0.27308,0.2184115,0.375665333,0.346019833,0.308082,0.2165064,0.1,0.1,0.084109825
SMCR7L,1.8356015,2.82777,3.787608333,3.012290833,1.9538,1.617552,1.2,0.9776585,0.42367475
SMCR8,1.766494,2.4147575,2.432383333,1.252436167,0.956976,0.9240472,3.9,0.8294785,0.59428225
SMCR9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SMEK1,6.8850725,6.03913,11.00880167,4.20608,6.57615,5.771392,11.4,2.659695,3.2856425
SMEK2,5.1596865,5.56756,6.575488333,5.472130833,7.11986,5.468818,6.7,2.07154,3.468235
SMEK3P,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SMG1,5.46439,6.35134,10.276895,6.78177,7.3171,3.908496,10.1,2.221105,4.684155
SMG5,1.1971405,1.7733425,3.701263333,1.310526417,0.681938,0.7139234,0.5,0.69365,0.171949425
SMG6,1.07518775,1.002217,3.34784,1.517011,0.67081,0.8648452,1.0,0.763004,0.251323225
SMG7,11.90679,8.4480825,12.16100167,8.5812825,12.1668,5.439456,4.7,3.53557,6.6928575
SMG8,1.76913275,1.9728375,2.50952,2.778104167,3.44225,1.6313794,1.6,0.3536915,0.47501175
SMG9,0.86249575,0.833272,2.088666667,0.89814925,0.427764,0.5160308,0.5,0.3460765,0.45156925
SMN1,0.507555,0.528375,0.1,0.840166167,1.98046,0.680049,0.9,0.1,0.26208175
SMN1,0.5651175,0.451755,0.1,0.802261667,1.72678,0.9860004,0.8,0.38462,0.20771775
SMN2,4.1369065,1.59251775,5.309913333,1.603729,1.837,1.2172938,1.4,1.093867,2.1339075
SMN2,4.0101275,1.97054625,5.279248333,1.421137667,2.1181,1.545258,1.3,0.831635,2.10054
SMNDC1,4.9087675,6.4881575,7.885833333,3.689886667,6.74904,5.734488,8.3,2.24957,3.0407475
SMO,0.795108,0.60352,1.900886667,1.088185,0.1,0.1367002,0.1,0.1,0.056005125
SMOC1,1.258608,11.1901375,5.58772,0.43794175,0.655228,6.4626794,0.1,0.2564985,0.470037325
SMOC2,0.06352125,0.079570425,0.1,0.1,0.1,0.1417962,0.1,3.20003,0.094471325
SMOX,15.846675,7.3335,2.585236667,12.81419917,0.526871,1.214937,1.2,2.79176,0.870924
SMPD1,1.30158075,2.83888,1.905441333,3.279438333,0.405379,1.0829292,0.4,0.731253,0.166004925
SMPD2,0.32224,0.2636005,0.1,0.174309167,0.1,0.1579196,0.3,0.1142125,0.1
SMPD3,0.05282325,0.121021275,0.530242833,0.10991925,0.586484,0.1025506,0.1,0.1,0.128813975
SMPD4,1.76117,2.30099825,4.820048333,1.85150625,1.63984,1.57633,1.2,0.694004,0.5786155
SMPDL3A,0.69711125,0.382316,1.9425505,0.520847,1.61809,0.4578504,0.3,0.156317,0.275497
SMPDL3B,0.1,0.088352025,0.1,0.100808667,0.1,0.1,0.1,0.1,0.08359875
SMPX,0.1,0.1,0.105959167,0.1,0.1,0.1,0.1,0.1,0.244793
SMR3A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SMR3B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SMS,8.59368,3.5049825,6.11209,5.741289167,8.01537,2.0223174,7.3,0.3333635,2.4943925
SMTN,0.149702775,0.28922025,1.655126667,0.438748417,0.1,0.123226,0.1,1.586185,0.090794975
SMTNL1,0.2126225,0.113237,0.611921167,0.12646825,0.1,0.1,0.1,0.1,0.1
SMTNL2,0.1,0.09602865,0.471438333,0.1,0.1,0.1,0.1,0.436908,0.102272
SMU1,2.7044715,5.99915,3.338616667,4.3282825,4.40788,4.179446,5.3,1.57273,1.1178395
SMUG1,1.05665425,1.5761425,0.597871,0.96323175,1.04782,1.3287726,0.4,0.5216135,0.428391
SMURF1,1.01773025,1.9265325,1.2417625,0.903603833,2.21251,1.0406472,2.1,0.789608,0.43642425
SMURF2,4.59327825,4.61079,8.12968,6.744229167,2.68747,3.808004,5.5,1.713475,1.7720125
SMYD1,0.0617794,0.09993455,0.1,0.1,0.378902,0.1080054,0.1,0.1,0.120646225
SMYD2,14.2498825,1.116313,3.576313333,1.39624075,11.8468,1.7963476,2.4,9.7553,6.2918125
SMYD3,2.4886225,1.11711075,0.970049167,2.795124167,5.69892,1.283728,1.5,1.345796,1.2195225
SMYD4,1.316581875,1.33867925,1.645943333,1.701769917,1.38451,0.6814598,1.8,0.1734555,0.6811445
SMYD5,0.92228625,0.94124725,1.684871667,0.958474917,0.680178,0.617122,0.5,0.393844,0.1928903
SNAI1,0.33463925,0.423207,0.1107545,0.228987667,0.153668,0.1758602,0.1,0.961417,0.1
SNAI2,3.473165,0.2854875,1.734626667,0.165686667,1.57031,0.3521046,0.1,0.3129885,0.80845775
SNAI3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAP23,3.2763575,8.1745,2.933398333,4.988689167,1.61325,5.735304,13.2,2.13614,1.18046875
SNAP25,9.102645,5.0742025,4.409375,10.27061917,692.865,19.093,4.1,21.0539,168.271
SNAP29,6.110765,5.833285,5.291953333,6.642721667,4.05952,4.019078,2.6,2.063715,2.0489075
SNAP47,0.696598,0.45247975,1.652668,0.684915833,0.743775,0.2606022,0.2,0.328785,0.38196625
SNAP91,1.117804,3.3168425,3.892403333,3.241251667,37.6717,2.605586,0.3,1.40777,16.750875
SNAPC1,1.4056345,1.01341875,0.811059667,0.5252255,0.468053,0.7637844,2.5,1.088413,0.45833
SNAPC2,0.5031593,0.2731855,0.550769333,0.1575015,0.186244,0.129674,0.1,0.135382,0.0751383
SNAPC3,4.6933725,3.8858075,6.02837,5.861036667,3.68701,2.76569,1.1,1.685975,3.517625
SNAPC4,0.153712775,0.14285525,0.749161167,0.155968833,0.1,0.1,0.1,0.1,0.21300525
SNAPC5,0.1,0.1,1.240415,0.1,0.1,0.1,0.1,0.900215,0.1
SNAPIN,5.28195,6.5276425,3.363655,10.954305,8.7111,11.125224,5.4,2.430405,0.60411075
SNAR-A1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-A8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-B2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-B2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-C2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-C2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-C3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-C4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-C5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-D,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-E,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-F,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-G1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-G2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-H,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNAR-I,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNCA,0.07008025,4.6946825,1.171243667,1.240948167,37.8325,12.196822,3.8,1.48414,6.6982325
SNCAIP,2.2220145,1.37650225,12.0761,1.966868833,1.70105,0.3679478,0.2,0.209018,0.36915875
SNCB,0.1,0.160513,0.090908117,0.134581917,2.34415,0.1,0.1,0.1,0.16982575
SNCG,0.1,1.07063375,0.1,2.1611105,0.757524,0.1,0.1,0.381878,0.20752225
SND1,4.826615,4.656835,4.653513333,3.731494167,4.00872,2.883324,3.9,2.240115,0.6770765
SND1-IT1,0.484501,0.922415,1.516271667,0.504878167,1.94171,0.474047,1.5,0.325597,1.5775075
SNED1,0.28671275,0.3550675,0.222696,0.331587083,0.1,0.1290626,0.1,1.513545,0.42320625
SNF8,2.9629225,5.299875,6.236303333,2.98855225,4.37693,3.421804,2.1,3.748295,0.762926
SNHG1,16.698115,22.112475,46.0301,18.64934333,29.8845,20.27412,23.5,5.963505,2.2065125
SNHG10,0.44145075,0.62630125,0.119453167,0.37635025,0.968508,0.5168218,0.4,0.1341735,0.10889985
SNHG11,2.6229525,2.73328,1.383356667,1.978253833,0.264047,0.6683648,0.8,1.40815,0.22996825
SNHG12,2.2860225,2.2424725,7.363136667,0.82585225,2.65741,2.407428,4.2,1.56662,0.27589175
SNHG15,2.02522825,3.993745,4.85408,2.354949333,6.69528,4.182638,6.8,1.2199155,0.162131375
SNHG3,6.28236175,9.331215,7.329526667,4.566896667,11.5312,8.032138,14.8,7.625005,0.3005345
SNHG4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNHG5,19.811335,35.262175,15.7937,12.58947,16.1488,52.73236,47.7,34.63705,2.9909825
SNHG6,10.807915,15.2302,50.07563333,9.406534167,22.1241,38.28818,17.2,21.46875,6.7344825
SNHG7,0.13743325,1.6664225,2.333138333,0.81240475,2.21924,0.960664,0.9,0.8923655,0.147326
SNHG8,21.0426425,53.0861,5.38535,19.5399475,44.161,89.97698,87.3,66.81345,4.7699925
SNHG9,1.3314275,4.4551575,22.50208333,1.857218333,0.1,1.401536,0.5,2.376595,1.00847
SNIP1,2.145435,3.508345,4.170875,1.912533083,1.92512,1.870876,3.6,1.0347215,0.80582975
SNN,8.2543775,3.92272,11.950675,8.5264475,4.07951,2.2439936,3.8,1.81091,2.580415
SNPH,0.201754375,0.67801025,0.387898,0.876755167,0.381726,0.1624502,0.1,0.303613,0.21515275
SNRK,2.1282375,2.9043075,4.112408333,4.484879167,13.2475,1.742816,3.9,7.484485,2.2244275
SNRNP200,8.7703875,8.3180375,14.99591667,9.076184167,4.09946,3.156392,5.5,2.95996,0.88737125
SNRNP25,2.76303475,5.15627,5.130981667,11.1467325,12.1603,5.735406,2.1,4.424615,0.690435675
SNRNP27,6.8042695,7.931205,5.272426667,5.8464275,9.56891,6.147648,3.6,2.74688,3.403705
SNRNP35,1.9245765,3.718365,3.072633333,2.3797325,4.30049,4.771586,2.9,1.251975,0.931825925
SNRNP40,1.389835,3.1733775,1.690986667,1.7569375,1.13873,3.11441,2.4,1.232489,0.384621425
SNRNP48,1.20348025,1.556195,2.614455,1.063844333,1.67153,1.388979,1.4,0.5215305,0.5704115
SNRNP70,2.5770775,4.421485,7.355168333,3.246158333,1.47429,1.99992,1.6,1.29748,2.55403625
SNRPA,0.68886675,0.63525825,2.049855,0.56312475,0.648387,0.5524048,0.7,0.319581,0.1763135
SNRPA1,2.013707,2.3883235,5.555136667,1.640681083,4.36663,2.53831,3.7,1.1222005,1.23123375
SNRPB,1.7495075,1.7160525,4.4471,0.86408775,2.20737,1.7368128,3.8,1.0290975,0.70720625
SNRPB2,9.5194675,8.273075,5.693398333,4.331009167,12.6608,6.537994,8.2,4.310165,2.869475
SNRPC,3.67535725,2.96358,1.963678333,2.30805,3.9004,3.298548,2.1,1.085485,0.8509045
SNRPD1,4.81499575,4.3787525,7.078218333,4.299035833,8.77235,6.963804,4.0,2.4226,1.69987675
SNRPD2,12.84484,16.1743,24.96252,12.83064833,28.4561,17.265966,15.8,13.3191,1.74824175
SNRPD2P2,0.1,0.216588,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNRPD3,3.5988975,2.867965,3.969803333,4.838446667,3.924,4.961978,3.7,2.38755,0.68243875
SNRPE,1.58121625,2.89281425,1.077253333,1.716428333,1.72153,2.397102,0.9,0.305952,0.6502135
SNRPF,2.3041875,3.9061075,3.30783,3.358594333,12.4241,5.267326,3.5,0.746379,0.3694515
SNRPG,4.5502925,4.0872725,6.088793333,6.101306667,7.0751,7.276882,5.6,2.214215,1.21627125
SNRPN,6.1504685,12.9451425,8.78095,15.07108917,57.4818,11.161014,4.2,6.697555,12.3204825
SNTA1,2.94695175,2.4102955,1.244066667,8.3306,0.107598,0.1316796,0.1,0.756701,0.190182925
SNTB1,1.330691,2.4347295,0.460734333,1.870096667,0.1,0.1415638,0.1,1.057456,0.6590905
SNTB2,2.4083075,1.16311,1.5879225,1.776244917,1.33489,0.6218268,0.2,0.670534,1.0490525
SNTG1,4.385765,5.2083675,6.007485,0.5209035,18.3334,3.611216,0.1,3.66956,4.16431
SNTG2,0.1161995,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.117895725
SNTN,0.1,0.0911598,0.1,0.1,0.1,0.1,0.1,0.1,0.1
SNUPN,2.950618,3.217325,2.595601667,4.39866,5.52052,2.628896,2.3,1.154847,1.13470975
SNURF,0.1,0.1,9.948585,0.1,0.1,0.1,0.1,0.1,0.1
SNW1,10.4200325,9.709115,8.914325,6.4372125,10.3606,10.417918,13.2,2.61956,2.84663
SNX1,3.0677025,7.54312,3.27483,4.486333333,2.51741,8.559064,4.3,1.920905,1.7233925
SNX10,9.1044475,1.00357425,0.122054833,1.339995083,17.9557,0.9666606,2.3,0.805031,6.0837025
SNX11,0.757751,1.8665775,0.928471667,0.9331295,0.871085,1.146128,2.1,1.0565575,0.172947
SNX12,4.41238975,9.770285,3.815656667,6.495923333,8.70738,10.074168,3.3,4.62489,0.80085175
SNX13,5.4664675,5.2691325,2.839216,4.347793333,5.66478,3.37355,8.0,1.207665,4.2976525
SNX14,3.8792805,6.6490975,3.242638333,5.356100833,6.90527,4.804572,4.6,1.67514,3.432415
SNX15,1.18269525,2.34253,1.555675,2.0389425,2.8135,2.284818,0.8,1.2063,0.492292
SNX16,0.979175,0.67835325,0.713552,0.521444083,1.82965,1.1639674,0.5,0.516878,0.5740335
SNX17,2.911196,5.47908,2.206331667,4.495165833,2.25322,4.312356,3.3,3.02062,0.341696075
SNX18,2.425579625,2.5848325,2.92258,2.522683333,0.865751,2.176908,4.4,0.747716,0.96317525
SNX19,5.1111825,7.864645,4.305331667,6.083934167,6.04556,4.933636,3.5,2.212245,2.1151375
SNX2,14.90514,13.674425,9.509521667,11.7443775,14.6324,9.553398,32.9,5.75432,14.42505
